story_code,story_name,plot_summary_25_50_words,author_code,in_what_order_are_the_investigation_and_reveal_portions_provided,name_of_detective_number_1,detective_number_1_gender,detective_number_1_role,name_of_detective_number_2,detective_number_2_gender,detective_number_2_role,name_of_assistant_number_1,assistant_number_1_gender,assistant_number_1_role,name_of_assistant_number_2,assistant_number_2_gender,assistant_number_2_role,more_than_two_assistants_if_yes_enter_total_number,number_of_victims_of_gender_male,number_of_victims_of_gender_female,number_of_culprits_of_gender_male,number_of_culprits_of_gender_female,number_of_culprits_of_gender_non_binary,number_of_culprits_of_gender_unknown,are_one_or_more_culprits_introduced_into_the_story_only_during_the_reveal,the_main_culprit,who_initiates_the_detectives_investigation,what_is_the_role_of_the_police_force_in_solving_the_crime,the_storys_main_action_focuses_on_a,when_do_es_the_crime_s_mystery_being_investigated_occur,types_of_crimes_or_quasi_crimes_present_in_story,motives,means_murder_only,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_correctly_guess_the_solution_before_the_reveal,does_the_story_provide_sufficient_clues_in_sufficient_detail_to_allow_an_alert_reader_to_definitively_solve_the_crime_before_the_reveal,did_either_annotator_personally_correctly_guess_the_solution_to_the_crime_before_the_reveal,types_of_clues,what_is_the_essential_clue_in_the_story_if_present,of_what_type_is_the_essential_clue_if_present,what_is_the_most_salient_clue_in_the_story_if_clues_are_present,of_what_type_is_the_most_salient_clue_if_clues_are_present,describe_the_main_red_herring_if_present,of_what_type_is_the_main_red_herring_if_present,presence_of_planted_or_fabricated_evidence,types_of_evidence_made_available_in_the_story,is_the_crime_solved,does_the_detective_pointedly_and_independently_decide_not_to_alert_the_authorities_to_the_facts_of_the_crime_despite_the_fact_that_an_actionable_crime_has_been_committed,do_you_receive_a_satisfying_narrative_of_account_of_the_crime_s_in_all_their_relevant_details_and_a_summary_of_the_process_by_which_the_crime_s_are_solved,how_satisfying_is_this_story_as_a_piece_of_detective_fiction,would_you_recommend_this_story_to_a_friend,crime_trajectory,what_is_the_reveal_border_sentence,surname_s,given_name_s,sex,year_of_birth,country_of_birth,city_town_of_birth,date_of_death_yyyy_mm_dd,country_of_death,city_town_of_death,nationality_ies,viaf,story_url,date_of_first_publication_yyyy_mm_dd,format_of_first_publication_journal_or_book,name_of_journal_or_title_of_book,text_words,before_reveal_words,after_reveal_words,title_words,unique,year_published
CKS67,The Mystic Poisoner,"Captain Shirley is found dying in his hostel room after receiving a threatening note warning of an Indian revolt. The woman who has just moved in across the hall claims to have no knowledge of the Captain, but Craig Kennedy discovers her picture among Shirley's belongings.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,1,1,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Assault",Ideology,"Poison, Explosives",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)","The encrypted message from Mrs. Anthony to Captain Shirley: HAVE LOCATED NEW YORK HEADQUARTERS AT EVENINGSIDE AVENUE, APARTMENT K.",Physical clue,The Indian origin of the poison.,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → same qrime,"""Some one planned here to kill Shirley, get him out of the way,"" reconstructed Kennedy, gazing about, ""some one working under the cloak of Oriental religion.""",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1916-06-01,Journal,Cosmopolitan,6335,6082,229,20,FALSE,1916
ADP05,The Staircase at the Heart's Delight,"Over the course of spring 1840, the New York Police Department fishes out several wealthy men out of the harbour. Though the police suspect murder, the motive is unclear; there are no signs of robbery on the bodies. This changes when a young man brings in a tip about a mysterious pawnshop.",AKG,Standard,Ebenezer Gryce,Male,Member of the police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,5,1,0,0,No,Acts together with one or more equal partners,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Theft, Blackmail, Assault",Greed,"Indirectly, by an elaborate device",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",Gryce's experience of falling into the river.,Physical clue,The deal offered by the pawnbroker.,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,Qrime → same qrime,"But the impression, strong as it was, was only momentary, and, resolved to be done with the matter, I precipitated myself downward, when suddenly, at about the middle of the staircase, my feet slipped and I slid forward, plunging and reaching out with hands whose frenzied grasp found nothing to cling to, down a steep inclined plane—or what to my bewildered senses appeared such,—till I struck a yielding surface and passed with one sickening plunge into the icy waters of the river which in another moment had closed dark and benumbing above my head.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,NA,NA,NA,NA,6604,5976,536,37,FALSE,NA
ADP06,The Hermit of -------- Street,"Country girl Delight Hunter becomes enraptured by the handsome hermit who stays in the house behind the Vandykes. After she saves him from a fire, they are set to marry. But what dark secret is he hiding behind that stoic expression?",AKG,Standard,Delight Hunter,Female,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,0,No,Acts alone,The detective(s) themselves,Police are not present,Crime,"Before the investigation, During the investigation, After the investigation","Theft, Fraud, Kidnapping",Greed,NA,Yes,Yes,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The note thrown out of the window by Mrs. Ransome.,Physical clue,The note thrown out of the window by Mrs. Ransome.,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,No qrime → qrime,"I am Elizabeth Ransome, owner of the house in which I have been imprisoned five years.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://onlinebooks.library.upenn.edu/webbin/gutbook/lookup?num=22809,1905-03-12,NA,NA,14597,8260,6323,30,FALSE,1905
RNT01,Room Number 3,"After a night in a tavern, Mrs. Demarest is discovered dead—seemingly due to an accident. However, contradictory testimony emerges. Ms. Demarest insists that she saw her mother prior to her death in a room covered with pink wallpaper, while the tavern’s owner insists no such room exists.",AKG,Standard,Hammersmith,Male,Member of the police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,0,1,No,Acts together with one or more equal partners,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Theft, Fraud, Assault","Greed, Paranoia","Firearm, Arson, Blunt force trauma",Yes,No,Yes,"Illegible and never usable (illegible → never usable), Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The wallpaper in Room Number 3 was originally pink but papered over with blue.,Physical clue,Ms. Thistlewaite's diamonds had gone missing during her stay at the tavern.,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,No qrime → qrime,It will be shorter and possibly more intelligible.,Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,Long! https://www.gutenberg.org/files/31578/31578-h/31578-h.htm#Page_3,1905-03-27,Book,"Room Number 3, and Other Detective stories",19779,19779,4056,14,FALSE,1905
RNT03,The Ruby and the Caldron,"A detective known as Jennings is called to the Evergreens estate to investigate the disappearance of a priceless ruby. Has someone stolen the jewel, or has it merely fallen into the heavy snow?",AKG,Standard,Jennings,Male,Member of the police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,No,NA,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",NA,Before the investigation,Theft,Greed,NA,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",NA,NA,The jewel disappeared after the horse was dealt with.,Testimonial clue,Ms. Glover picking something off of the ground at the same time the ruby disappears.,Testimonial clue,NA,"Testimonial evidence, Physical evidence",No,No,Yes,3,No,Qrime → no qrime,"""Rejoice with me!"" he cried. ""The ruby has been found! Do you want to see the culprit, for there is a culprit? We have him at the door. Shall we bring him in?""",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/31578/31578-h/31578-h.htm#Page_107,1905-03-27,Book,"Room Number 3, and Other Detective stories",10203,10203,1463,25,FALSE,1905
RNT04,The Little Steel Coils,"Mrs. Lucy Holmes awakes to find a newspaper obituary announcing her husband’s death - occurring two days prior - pinned to her pillow, but she received a letter from him just yesterday! The doctors claim his death was natural, yet why does it all seem to point to John Graham - Mrs. Holmes jilted lover?",AKG,Standard,_Unknown,Male,Unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,Before the investigation,"Murder, Forgery","Revenge, Jealousy",Poison,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",John Graham’s reaction to seeing the coils.,Physical clue,John Graham's previous relationship with Lucy Holmes.,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,No qrime → qrime,The visible sign of my guilt; the—the——,Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/31578/31578-h/31578-h.htm#Page_149,1905-03-27,Book,"Room Number 3, and Other Detective stories",7866,5517,2329,23,FALSE,1905
RNT07,The Grey Lady,"A mysterious spectre in grey appears in a couple's apartment. The following day, a woman is found seriously injured at their doorstep. Was she the phantom? And, if so, how did she manage to pass through a locked door?",AKG,Standard,_Unknown,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,No,Acts alone,The detective(s) themselves,Police are not present,Crime,Before the investigation,Breaking and entering,Insanity,NA,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The testimony of the couple's neighbour.,Testimonial clue,The dying woman points at a spot on the wall.,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,No qrime → qrime,Of the story she related I give as much of it as possible in her own words.,Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/31578/31578-h/31578-h.htm#Page_311,1905-03-27,Book,"Room Number 3, and Other Detective stories",6794,6794,4688,14,FALSE,1905
CKS55,The Sixth Sense,"Kennedy investigates the arson of a Count’s home, while a mysterious ship floats down the dock and a former student of Kennedy’s goes missing. He must count on his resourcefulness and cunning to unveil a dangerous plot that even the secret service is unprepared for.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,2,0,2,0,0,0,No,Acts mostly alone with some assistance,A private client,Police are present and contribute significantly to solving the crime,Crime,"Before the investigation, During the investigation","Murder, Assault, Kidnapping, Mischief",Ideology,Explosives,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The discovery of Alessandro in the wireless room,Physical clue,Alessandro's reluctance to have Julia on the yacht,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,Qrime → different qrime,"""Blow us up, first?"" he repeated.",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1915-05-01,Journal,Cosmopolitan,6444,5608,832,16,FALSE,1915
CKS56,The Absolute Zero,"After a friendly boxing match with Fraser Ferris leads Irving Evans to become comatose, and eventually succumbing to his injuries, Fraser finds himself arrested. Everyone knew that Fraser and Irving were both sweet on Anita Allison, but it was Irving who Anita finally accepted. And yet- Fraser swears he couldn’t have hit him that hard.",ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,2,0,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,Murder,"Revenge, Jealousy, Love, Pride",Other,Yes,No,Yes,"Illegible and never usable (illegible → never usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",Testimony from Wyndham about Allison losing her fortune,Testimonial clue,Dean Allison's guardianship of his sister,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,Qrime → same qrime,"""Dead men tell no tales,"" remarked Kennedy sententiously, as he faced us, having whispered to me that he wanted me to take a position near the door and stay there, no matter what happened.",Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1915-06-01,Journal,Cosmopolitan,7307,5659,1616,18,FALSE,1915
RNT08,The Thief,"A dinner party turns sour when a priceless coin disappears as it’s passed around the table. Everyone is a suspect but when some are more reluctant to show their pockets than others, more could be at stake than a lost coin.",AKG,Standard,_None,Unknown,Unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,No,NA,Unclear/not specified,Police are not present,Crime,Before the investigation,Theft,Greed,NA,No,No,No,"Legible but not usable (legible → not usable), Usable only in retrospect (legible → usable), Red herring (usable → legible)",NA,NA,Clifford's prolonged napkin holding (to smuggle food),Testimonial clue,Clifford suspiciously refusing to empty his pockets when accused of theft,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,NA,Yes,5,Yes,Qrime → no qrime,"""Found!"" he exclaimed, holding up the coin between his thumb and forefinger.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/31578/31578-h/31578-h.htm#Page_339,1905-03-27,Book,"Room Number 3, and Other Detective stories",6639,6639,2383,10,FALSE,1905
CKS57,The Sleep-Maker,A prized race-horse is suddenly lethargic and her owner asks for the assistance of Craig Kennedy to determine what is happening to her!,ABR,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,2,0,2,1,0,0,Yes,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Assault, Mischief","Greed, Revenge, Jealousy",Poison,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The analysis of the horse's blood,Physical clue,The despair of Cecilie Safford after Murchie left her,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,No qrime → qrime,A moment later Kennedy began.,Reeve,Arthur B.,M,1880-10-15,United States of America,"Brooklyn, New York",1936-08-09,United States of America,"Trenton, New Jersey",American,https://viaf.org/viaf/73002380/,Follow links here: http://freeread.com.au/@rglibrary/ArthurBReeve/CraigKennedy/@CraigKennedy.html,1915-07-01,Journal,Cosmopolitan,6880,5589,1288,16,FALSE,1915
OSH02,A Memorable Night,"While a young man is preparing himself for a journey to Europe with the hope of winning the woman he loves, he is kidnapped by a mysterious man who repeats that he only wants his society… But why really has he been abducted, and will he make it on time to reunite with the woman he loves?",AKG,Standard,Dick Atwater,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,1,0,0,No,Acts mostly alone with some assistance,Unclear/not specified,Police are present and contribute significantly to solving the crime,Crime,During the investigation,"Murder, Assault, Kidnapping, Mischief",Revenge,Arson,No,No,No,"Usable in real time (usable → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",The day being the only time he was separate from his work partner,Testimonial clue,The kidnappers seem to be German,Testimonial clue,The rival for Dora's affection,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,No,1,No,Qrime → different qrime,"No, if the wretch who had detained me was not used to punishment he should receive a specimen of it now and from a man who was no longer a prisoner, and who once aroused did not easily forego his purposes. Turning aside from my former destination, I went immediately to a police-station and when I had entered my complaint was astonished to see that all the officials had grouped about me and were listening to my words with the most startled interest.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/21824/21824-h/21824-h.htm#A_MEMORABLE_NIGHT,1905-03-05,Book,The Old Stone House and Other Stories,5916,5916,450,18,FALSE,1905
OSH04,A Mysterious Case,A doctor finds her patient repeatedly poisoned while the nurse never leaves her room and solely gives her the medicine she is asked to give. Is the nurse lying? The doctor decides to spend the night in her patient’s room…,AKG,Standard,_unknown,Female,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,No,Acts alone,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Assault",Jealousy,NA,Yes,No,Yes,"Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",The suspicious behaviour of the lady in the hallway,Physical clue,The very thin walls of Miss Wilcox’s room,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,Yes,Qrime → same qrime,"At last I grew weary, and fearful of losing control over my eyelids, I fixed my gaze upon the glass, as if in so doing I should find a talisman to keep me awake, when, great God! what was it I saw! A hand, a creeping hand coming from nowhere and joined to nothing, closing about that glass and drawing it slowly away till it disappeared entirely from before my eyes!",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/21824/21824-h/21824-h.htm#A_MYSTERIOUS_CASE,1905-03-05,Book,The Old Stone House and Other Stories,2601,2601,556,18,FALSE,1905
OSH05,Shall He Wed Her?,"Taylor is getting married! However, at the news of this happy event, his friend hesitates instead of celebrating. For this bride-to-be is a suspected fraud, one that targets the sympathies of people in order to satisfy their own greed. Is this suspicion justified or should Taylor go through with the marriage?",AKG,Standard,_unknowable,Male,Unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,No,Acts alone,The detective(s) themselves,Police are not present,Crime,Before the investigation,"Theft, Fraud, Forgery",Greed,NA,No,No,No,"Illegible and never usable (illegible → never usable), Legible but not usable (legible → not usable), Usable in real time (usable → usable)",NA,NA,NA,NA,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",No,No,No,1,No,Qrime → same qrime,NA,Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/21824/21824-h/21824-h.htm#SHALL_HE_WED_HER,1905-03-05,Book,The Old Stone House and Other Stories,4726,NA,NA,18,FALSE,1905
ADP01,A Difficult Problem,A woman receives a notice of her husband’s death… twice  … before her husband’s death (via telegram and newspaper)! Has her husband suffered three deaths? And what’s up with the slinky found near his corpse?,AKG,Standard,_unknowable,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Forgery",Revenge,Poison,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",John Graham's prior engagement,Testimonial clue,John Graham's reactions to the coiled wire,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,Qrime → same qrime,"Entering the doorway where he stood, I dropped at his feet one of the small steel coils with which I was provided.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://onlinebooks.library.upenn.edu/webbin/gutbook/lookup?num=22807,1905-03-14,Book,"A Difficult Problem: The Staircase at the Heart's Delight, and Other Stories",7902,5544,2338,20,FALSE,1905
ADP02,The Gray Madam,"(Domestic violence) Taking up new lodging, our protagonist is met with a ghost squatter! Is this a case of the paranormal or does it have something to do with the previous tenants, the L'Hommedieus?",AKG,Standard,_unknowable,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,0,0,No,Acts alone,The detective(s) themselves,Police are not present,Crime,Before the investigation,"Theft, Assault, Breaking and entering",Greed,NA,Yes,Yes,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The hole in the wall,Physical clue,L'hommediu's money being hidden previously in the room,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,No qrime → qrime,"""Then you did not see the woman who died in those rooms?"" I asked.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://onlinebooks.library.upenn.edu/webbin/gutbook/lookup?num=22808,1905-03-03,NA,NA,6849,6581,256,15,FALSE,1905
ADP03,The Bronze Hand,"A conspiracy is at hand in the city of Baltimore. What begins as a simple request to prevent people from putting a dinky ring on a hand statue turns violent. Is Baltimore safe from cults, Confederate sympathizers and murder?",AKG,Standard,Mr. Abbott,Male,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,2,0,0,Yes,Acts on behalf of a crime syndicate,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation, After the investigation","Murder, Theft, Fraud",Ideology,"Poison, Suicide",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The organization chief's knowledge of Ms. Calhoun's actions,Testimonial clue,"The Madam's knowledge of Mr.Abbott's interference, giving Mr. Abbott the wrong wring",Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",No,No,Yes,4,Yes,Qrime → same qrime,"""I am under no oath,"" she ruminated. ""I can tell this man what I will.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://onlinebooks.library.upenn.edu/webbin/gutbook/lookup?num=22806,1905-03-01,NA,NA,15802,9752,6037,16,FALSE,1905
ADP04,Midnight in Beauchamp Row,"(Domestic Violence) (Racism) 2,000 dollars and a terrified wife left alone in an isolated house in the woods; will she be able to protect this significant sum until her husband arrives? With sudden intruders, tense conversations, and a completely unexpected turn in events, Anna Green presents one of the best mysteries yet with this story.",AKG,Other,_None,Unknown,Unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,No,Acts alone,Unclear/not specified,Police are not present,Crime,Before the investigation,"Murder, Theft, Assault, Breaking and entering","Greed, Self-defence",Blunt force trauma,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The eyes of the second intruder,Physical clue,The husband's knowledge about the money being in the house in a bag,Physical clue,NA,NA,NA,Physical evidence,Yes,No,Yes,5,Yes,No qrime → qrime,"Suddenly she turned pale--no, not pale, but ghastly, and cowering back, shook so that the tramp, into whose features a certain refinement had passed since he had acted as her protector, thought she had discovered life in those set orbs, and was stooping down to make sure that this was so, when he saw her suddenly lean forward and, impetuously plunging her hand into the negro’s throat, tear open the shirt and give one look at his bared breast.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://onlinebooks.library.upenn.edu/webbin/gutbook/lookup?num=22810,1905-03-09,NA,NA,4854,4568,209,26,FALSE,1905
TGS05,The Dreaming Lady,"Have you misplaced your keys before? What about a will? Well, Mrs. Quintard has unfortunately experienced the latter, having left it somewhere in midst of her sleepwalking. Will she find her brother’s will in time for the estate to go to its rightful owner?",AKG,Standard,Violet Strange,Female,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,No,Acts alone,A private client,Police are not present,Quasi-crime,Before the investigation,NA,Insanity,NA,Yes,No,Yes,"Evoked, Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",Mrs. Quintard's call for paper,Physical clue,The mention of photographs in Mrs.Quintard’ memorandum,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,Qrime → no qrime,"“Ah!” she cried, in a great voice, “you will not have to wait, nor Clement either. Here is the will! The children have come into their own.” And she fell at their feet in a dead faint.",Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/3071/3071-h/3071-h.htm#link2H_4_0006,1905-03-29,Book,The Golden Slipper,9226,9226,826,18,FALSE,1905
TGS06,The House of Clocks,"An old paralytic woman senses that she is about to die, and calls for a clerk to write up her will. Living with her and suffering from the same disease, the daughter of the woman’s dead husband seems to be in desperate need of help. Violet Strange is sent as a nurse to uncover what really is happening in the old abandoned house.",AKG,Standard,Violet Strange,Female,Independent professional (solo),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Assault","Greed, Jealousy, Love",Asphyxiation,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The circumstances of Mrs.Postlethwaite getting her fortune,Testimonial clue,The note left by Miss Postlethwaite,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,No qrime → qrime,•	« You have a story to tell. Will you tell it to me? It may save Miss Postlethwaite’s  life.”,Green,Anna Katherine,F,1846-11-11,United States of America,"Brooklyn, New York",1935-04-11,United States of America,"Buffalo, New York",American,https://viaf.org/viaf/69054865/,https://www.gutenberg.org/files/3071/3071-h/3071-h.htm#link2H_4_0007,1905-03-29,Book,The Golden Slipper,13717,NA,NA,20,FALSE,1905
